Gemeente,gem_code,tot_inwoners,Aantal,Leden_per_10000_inwoners,weeknumber,tot_responders,tot_cases,perc_case
Woensdrecht,873,21865,15,6.86,46,14,1,0.071
Woensdrecht,873,21865,15,6.86,47,2,0,0
Woerden,632,52190,73,13.99,43,16,0,0
Woerden,632,52190,73,13.99,44,29,5,0.172
Woerden,632,52190,73,13.99,45,40,4,0.1
Woerden,632,52190,73,13.99,46,47,1,0.021
Woerden,632,52190,73,13.99,47,3,0,0
Wormerland,880,16325,17,10.41,44,9,1,0.111
Wormerland,880,16325,17,10.41,45,11,1,0.091
Wormerland,880,16325,17,10.41,46,13,0,0
Wormerland,880,16325,17,10.41,47,1,0,0
Woudenberg,351,13165,15,11.39,43,2,0,0
Woudenberg,351,13165,15,11.39,44,6,0,0
Woudenberg,351,13165,15,11.39,45,8,0,0
Woudenberg,351,13165,15,11.39,46,7,0,0
Zaanstad,479,155875,119,7.63,43,13,1,0.077
Zaanstad,479,155875,119,7.63,44,44,2,0.045
Zaanstad,479,155875,119,7.63,45,71,2,0.028
Zaanstad,479,155875,119,7.63,46,82,3,0.037
Zaanstad,479,155875,119,7.63,47,5,0,0
Zaltbommel,297,28450,27,9.49,42,1,1,1
Zaltbommel,297,28450,27,9.49,43,7,2,0.286
Zaltbommel,297,28450,27,9.49,44,7,2,0.286
Zaltbommel,297,28450,27,9.49,45,15,1,0.067
Zaltbommel,297,28450,27,9.49,46,19,2,0.105
Zaltbommel,297,28450,27,9.49,47,3,0,0
Zandvoort,473,17010,14,8.23,43,1,0,0
Zandvoort,473,17010,14,8.23,44,5,2,0.4
Zandvoort,473,17010,14,8.23,45,7,0,0
Zandvoort,473,17010,14,8.23,46,10,0,0
Zandvoort,473,17010,14,8.23,47,1,0,0
Zeewolde,50,22305,39,17.48,43,6,1,0.167
Zeewolde,50,22305,39,17.48,44,9,2,0.222
Zeewolde,50,22305,39,17.48,45,20,0,0
Zeewolde,50,22305,39,17.48,46,26,1,0.038
Zeewolde,50,22305,39,17.48,47,2,0,0
Zeist,355,63925,79,12.36,42,1,0,0
Zeist,355,63925,79,12.36,43,14,2,0.143
Zeist,355,63925,79,12.36,44,27,1,0.037
Zeist,355,63925,79,12.36,45,43,2,0.047
Zeist,355,63925,79,12.36,46,48,2,0.042
Zeist,355,63925,79,12.36,47,4,0,0
Zevenaar,299,43490,32,7.36,43,6,0,0
Zevenaar,299,43490,32,7.36,44,10,1,0.1
Zevenaar,299,43490,32,7.36,45,24,3,0.125
Zevenaar,299,43490,32,7.36,46,30,3,0.1
Zevenaar,299,43490,32,7.36,47,2,1,0.5
Zoetermeer,637,124945,151,12.09,42,1,0,0
Zoetermeer,637,124945,151,12.09,43,23,3,0.13
Zoetermeer,637,124945,151,12.09,44,53,6,0.113
Zoetermeer,637,124945,151,12.09,45,92,5,0.054
Zoetermeer,637,124945,151,12.09,46,104,7,0.067
Zoetermeer,637,124945,151,12.09,47,10,0,0
Zoeterwoude,638,8450,9,10.65,44,5,0,0
Zoeterwoude,638,8450,9,10.65,45,5,0,0
Zoeterwoude,638,8450,9,10.65,46,7,0,0
Zoeterwoude,638,8450,9,10.65,47,2,0,0
Zuidplas,1892,42760,61,14.27,42,1,0,0
Zuidplas,1892,42760,61,14.27,43,8,0,0
Zuidplas,1892,42760,61,14.27,44,29,2,0.069
Zuidplas,1892,42760,61,14.27,45,31,4,0.129
Zuidplas,1892,42760,61,14.27,46,45,3,0.067
Zuidplas,1892,42760,61,14.27,47,3,0,0
Zundert,879,21610,21,9.72,43,3,0,0
Zundert,879,21610,21,9.72,44,9,0,0
Zundert,879,21610,21,9.72,45,12,0,0
Zundert,879,21610,21,9.72,46,13,0,0
Zundert,879,21610,21,9.72,47,2,0,0
Zutphen,301,47600,41,8.61,43,6,1,0.167
Zutphen,301,47600,41,8.61,44,16,2,0.125
Zutphen,301,47600,41,8.61,45,23,2,0.087
Zutphen,301,47600,41,8.61,46,25,0,0
Zutphen,301,47600,41,8.61,47,4,1,0.25
Zwartewaterland,1896,22505,24,10.66,43,5,0,0
Zwartewaterland,1896,22505,24,10.66,44,12,0,0
Zwartewaterland,1896,22505,24,10.66,45,17,0,0
Zwartewaterland,1896,22505,24,10.66,46,18,2,0.111
Zwartewaterland,1896,22505,24,10.66,47,2,0,0
Zwijndrecht,642,44640,41,9.18,42,2,0,0
Zwijndrecht,642,44640,41,9.18,43,8,0,0
Zwijndrecht,642,44640,41,9.18,44,14,1,0.071
Zwijndrecht,642,44640,41,9.18,45,23,2,0.087
Zwijndrecht,642,44640,41,9.18,46,24,1,0.042
Zwijndrecht,642,44640,41,9.18,47,3,0,0
Zwolle,193,127495,160,12.55,43,22,3,0.136
Zwolle,193,127495,160,12.55,44,59,2,0.034
Zwolle,193,127495,160,12.55,45,83,4,0.048
Zwolle,193,127495,160,12.55,46,113,5,0.044
Zwolle,193,127495,160,12.55,47,11,0,0
